WEAPON_SOURCE_COUNTRY,WEAPON_DEPLOYMENT_LOCATION,Data.Source,Location.Cordinates.Latitude,Location.Cordinates.Longitude,Data.Magnitude.Body,Data.Magnitude.Surface,Location.Cordinates.Depth,Data.Yeild.Lower,Data.Yeild.Upper,data_Purpose,Data.Name,Data.Type,Date.Day,Date.Month,Date_Year
USSR,Nz Russ,DOE,73,55,0,0,0,1500,1500,wr,Nan,Atmosph,15,10,1958
USA,Nts,DOE,37,-116,0,0,-0.002,0.0012,0.0012,wr,Hamilton,Tower,15,10,1958
USA,Nts,DOE,37,-116,4.4,0,0.3,5,5,wr,Logan,Tunnel,16,10,1958
USA,Nts,DOE,37,-116,0,0,-0.15,0.037,0.037,wr,Dona Ana,Balloon,16,10,1958
USA,Nts,DOE,37,-116,0,0,-0.001,0.024,0.024,Se,Vesta,Surface,17,10,1958
USSR,Nz Russ,DOE,73,55,0,0,0,2900,2900,wr,Nan,Atmosph,18,10,1958
USA,Nts,DOE,37,-116,0,0,-0.025,0.09,0.09,wr,Rio Arriba,Tower,18,10,1958
USSR,Nz Russ,DOE,73,55,0,0,0,40,40,Fms,Nan,Atmosph,19,10,1958
USSR,Nz Russ,MTM,73,55,0,0,0,0,0.001,wr,Nan,Atmosph,19,10,1958
USSR,Nz Russ,DOE,73,55,0,0,0,440,440,wr,Nan,Atmosph,20,10,1958
USA,Nts,DOE,37,-116,0,0,0,0,0,Se,San Juan,Shaft,20,10,1958
USSR,Nz Russ,MTM,73,55,0,0,0,2,2,wr,Nan,Atmosph,21,10,1958
USSR,Nz Russ,DOE,73,55,0,0,0,2800,2800,wr,Nan,Atmosph,22,10,1958
USA,Nts,DOE,37,-116,0,0,-0.5,6,6,wr,Socorro,Balloon,22,10,1958
USA,Nts,DOE,37,-116,0,0,-0.5,0.115,0.115,wr,wrangell,Balloon,22,10,1958
USA,Nts,DOE,37,-116,0,0,-0.02,0.188,0.188,wr,Rushmore,Balloon,22,10,1958
USA,Nts,DOE,37,-116,0,0,0,0,0,Se,Oberon,Tower,22,10,1958
USSR,Nz Russ,DOE,73,55,0,0,0,1000,1000,wr,Nan,Atmosph,24,10,1958
USA,Nts,DOE,37,-116,0,0,0,0.021,0.021,Se,Catron,Tower,24,10,1958
USA,Nts,DOE,37,-116,0,0,0,0.0017,0.0017,Se,Juno,Surface,24,10,1958
USSR,Nz Russ,DOE,73,55,0,0,0,190,190,wr,Nan,Atmosph,25,10,1958
USSR,Nz Russ,MTM,73,55,0,0,0,0,0.1,Fms,Nan,Atmosph,25,10,1958
USA,Nts,DOE,37,-116,0,0,0,0.0007,0.0007,Se,Ceres,Tower,26,10,1958
USA,Nts,DOE,37,-116,0,0,-0.5,4.9,4.9,wr,Sanford,Balloon,26,10,1958
USA,Nts,DOE,37,-116,0,0,-0.5,2.2,2.2,wr,Debaca,Balloon,26,10,1958
USA,Nts,DOE,37,-116,0,0,0,0.0006,0.0006,Sb,Chavez,Tower,27,10,1958
USA,Nts,DOE,37,-116,0,0,0.3,0.055,0.055,wr,Evans,Tunnel,29,10,1958
USA,Nts,DOE,37,-116,0,0,-0.01,0.0078,0.0078,wr,Humboldt,Tower,29,10,1958
USA,Nts,DOE,37,-116,0,0,0,0,0,wr,Mazama,Tower,29,10,1958
USA,Nts,DOE,37,-116,4.8,0,-0.5,1.3,1.3,wr,Santa Fe,Balloon,30,10,1958
USA,Nts,DOE,37,-116,0,0,0.3,22,22,wr,Blanca,Tunnel,30,10,1958
USA,Nts,DOE,37,-116,0,0,0,0.0002,0.0002,Se,Titania,Tower,30,10,1958
USA,Nts,DOE,37,-116,0,0,0,0,0,Se,Ganymede,Surface,30,10,1958
USSR,Mtr Russ,DOE,48,46,0,0,0,10,10,We,Nan,Atmosph,1,11,1958
USSR,Htr Russ,DOE,48,46,0,0,0,10,10,We,Nan,Atmosph,3,11,1958
FRANCE,Reggane Alg,DOE,26.19,-0.04,0,0,-0.1,0,200,We,Gerboise Bleue,Tower,13,2,1960
FRANCE,Reggane Alg,DOE,26,-0.09,0,0,-0.001,0,20,wr,Gerboiseblanche,Surface,1,4,1960
FRANCE,Reggane Alg,DOE,26,-0.1,0,0,0,0,20,We,Gerboise Rouge,Tower,27,12,1960
FRANCE,Reggane Alg,DOE,26,-0.1,0,0,0,0,20,wr,Gerboise Verte,Tower,25,4,1961
USSR,Semi Kazakh,DOE,50,78,0,0,0,16,16,wr,Nan,Atmosph,1,9,1961
USSR,Semi Kazakh,DOE,50,78,0,0,0,9,9,wr,Nan,Atmosph,4,9,1961
USSR,Semi Kazakh,DOE,50,78,0,0,0,16,16,wr,Nan,Atmosph,5,9,1961
USSR,Mtr Russ,DOE,48.45,44.3,0,0,0,11,11,We,Nan,Atmosph,6,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,1.1,1.1,wr,Nan,Atmosph,6,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.38,0.38,Sam,Nan,Surface,9,9,1961
USSR,Nz Russ,UGS,74.2,52.5,0,0,0,2700,2700,wr,Nan,Atmosph,10,9,1961
USSR,Nz Russ,DOE,73,55,0,0,0,12,12,wr,Nan,Atmosph,10,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.88,0.88,wr,Nan,Atmosph,10,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.3,0.3,wr,Nan,Atmosph,11,9,1961
USSR,Nz Russ,UGS,74.2,52.1,0,0,0,1150,1150,wr,Nan,Atmosph,12,9,1961
USSR,Nz Russ,DOE,73,55,0,0,0,6,6,wr,Nan,Atmosph,13,9,1961
USSR,Semi Kazakh,DOE,50,78,0,0,0,0.001,20,wr,Nan,Atmosph,13,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.4,0.4,wr,Nan,Surface,14,9,1961
USSR,Nz Russ,UGS,74.6,51.1,0,0,0,1200,1200,wr,Nan,Atmosph,14,9,1961
USA,Nts,DOE,37,-116,4.4,0,0.45,2.6,2.6,wr,Antler,Tunnel,15,9,1961
USSR,Nz Russ,UGS,74,51.9,0,0,0,830,830,wr,Nan,Atmosph,16,9,1961
USA,Nts,DOE,37,-116,2.5,0,0.1,0,20,wr,Shrew,Shaft,16,9,1961
USSR,Semi Kazakh,DOE,50,78,0,0,0,20,150,wr,Nan,Atmosph,17,9,1961
USSR,Nz Russ,UGS,74,52,0,0,0,1000,1000,wr,Nan,Atmosph,18,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.004,0.004,Sam,Nan,Surface,18,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.75,0.75,wr,Nan,Atmosph,18,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.03,0.03,Sam,Nan,Surface,19,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,4.8,4.8,wr,Nan,Atmosph,20,9,1961
USSR,Nz Russ,DOE,73,55,0,0,0,150,1500,wr,Nan,Atmosph,20,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.8,0.8,wr,Nan,Atmosph,21,9,1961
USSR,Nz Russ,DOE,73,55,0,0,0,260,260,wr,Nan,Atmosph,22,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,1.2,1.2,wr,Nan,Atmosph,26,9,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,3,3,wr,Nan,Atmosph,1,10,1961
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Boomer,Shaft,1,10,1961
USSR,Nz Russ,DOE,73,55,0,0,0,250,250,wr,Nan,Atmosph,2,10,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,13,13,wr,Nan,Atmosph,4,10,1961
USSR,Nz Russ,UGS,73.7,53.8,0,0,0,1500,10000,wr,Nan,Atmosph,4,10,1961
USSR,Nz Russ,UGS,74.3,51.6,0,0,0,4000,4000,wr,Nan,Atmosph,6,10,1961
USSR,Mtr Russ,MTM,48,46,0,0,0,40,40,We,Nan,Atmosph,6,10,1961
USSR,Nz Russ,DOE,73,55,0,0,0,15,15,wr,Nan,Atmosph,8,10,1961
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Chena,Tunnel,10,10,1961
USSR,Semi Kazakh,UGS,50,77.7,0,0,0,1,1,Fms,Nan,Tunnel,11,10,1961
USSR,Semi Kazakh,DOE,50,78,0,0,0,15,15,wr,Nan,Atmosph,12,10,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,6.6,6.6,wr,Nan,Atmosph,17,10,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.001,20,wr,Nan,Atmosph,19,10,1961
USSR,Nz Russ,UGS,73.8,53.2,0,0,0,1450,1450,wr,Nan,Atmosph,20,10,1961
USSR,Nz Russ,UGS,73.9,53.8,0,0,0,12500,12500,wr,Nan,Atmosph,23,10,1961
USSR,Nz Russ,UGS,70.7,53.5,0,0,0,4.8,4.8,We,Nan,Uw,23,10,1961
USSR,Nz Russ,DOE,73,55,0,0,0,300,300,wr,Nan,Atmosph,25,10,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.5,0.5,Fms,Nan,Atmosph,25,10,1961
USSR,Nz Russ,UGS,70.7,53.5,0,0,0,16,16,We,Nan,Watersur,27,10,1961
USSR,Mtr Russ,MTM,48,46,0,0,0,1.2,1.2,We,Nan,Space,27,10,1961
USSR,Mtr Russ,MTM,48,46,0,0,0,1.2,1.2,We,Nan,Space,27,10,1961
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Mink,Shaft,29,10,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.09,0.09,We,Nan,Atmosph,30,10,1961
USSR,Nz Russ,UGS,73.8,53.5,0,0,0,50000,50000,wr,Nan,Atmosph,30,10,1961
USSR,Nz Russ,UGS,73.6,56.2,0,0,0,5000,5000,wr,Nan,Atmosph,31,10,1961
USSR,Nz Russ,UGS,75.1,56.7,0,0,0,150,1500,wr,Nan,Atmosph,31,10,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,2.7,2.7,wr,Nan,Atmosph,1,11,1961
USSR,Nz Russ,DOE,73,55,0,0,0,120,120,wr,Nan,Atmosph,2,11,1961
USSR,Nz Russ,DOE,73,55,0,0,0,280,280,wr,Nan,Atmosph,2,11,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.6,0.6,wr,Nan,Atmosph,2,11,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0,0.001,Sam,Nan,Surface,3,11,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.9,0.9,wr,Nan,Atmosph,3,11,1961
USSR,Nz Russ,MTM,73,55,0,0,0,15,15,wr,Nan,Atmosph,4,11,1961
USSR,Nz Russ,UGS,73.7,55.7,0,0,0,150,1500,wr,Nan,Atmosph,4,11,1961
USSR,Nz Russ,MTM,73,55,0,0,0,6,6,wr,Nan,Atmosph,4,11,1961
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.2,0.2,wr,Nan,Surface,4,11,1961
FRANCE,In Ecker Alg,DOE,24,5,0,0,0,0,20,wr,Agathe,Gallery,7,11,1961
USA,Nts,DOE,37,-116,4.3,0,0,13.4,13.4,wr,Fisher,Shaft,3,12,1961
USA,Carlsbad Nm,DOE,32.25,-104.14,4.6,0,0,3,3,Pne:Plo,Gnome,Shaft,10,12,1961
USA,Nts,DOE,37,-116,3.4,0,0.2,0.5,0.5,wr,Mad,Shaft,13,12,1961
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Ringtail,Shaft,17,12,1961
USA,Nts,DOE,37,-116,3.5,0,0.25,0.15,0.15,wr,Feather,Tunnel,22,12,1961
USA,Nts,UGS,37,-116.2,0,0,0,5.1,5.1,wr,Stoat,Shaft,9,1,1962
USA,Nts,UGS,36.7,-116.1,0,0,0,6.4,6.4,wr,Agouti,Shaft,18,1,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Dormouse,Shaft,30,1,1962
USSR,Semi Kazakh,UGS,49.7,78.1,0,0,0,0.001,20,We,Nan,Tunnel,2,2,1962
USA,Nts,DOE,37,-116,4.3,0,0.2,3.07,3.07,wr,Stillwater,Shaft,8,2,1962
USA,Nts,DOE,37,-116,0,0,0.25,7.1,7.1,wr,Armadillo,Shaft,9,2,1962
USA,Nts,DOE,37,-116,4.9,0,0.3,5.7,5.7,We,Hardhat,Shaft,15,2,1962
USA,Nts,DOE,37,-116,3.9,0,0.15,1.9,1.9,wr,Chinchilla,Shaft,19,2,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Codsaw,Shaft,19,2,1962
USA,Nts,DOE,37,-116,0,0,0,11.9,11.9,wr,Cimarron,Shaft,23,2,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Platypus,Shaft,24,2,1962
UK,Nts,DOE,37,-116,0,0,0,9.5,9.5,wr,Pampas,Shaft,1,3,1962
USA,Nts,DOE,37,-116,4.3,0,0.03,0.43,0.43,We,Danny Boy,Crater,5,3,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,Se,Ermine,Shaft,6,3,1962
USA,Nts,DOE,37,-116,0,0,0,8.4,8.4,wr,Brazos,Shaft,8,3,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Hognose,Shaft,15,3,1962
USA,Nts,DOE,37,-116,0,0,0,3.4,3.4,wr,Hoosic,Shaft,28,3,1962
USA,Nts,DOE,37,-116,4.3,0,0.15,0,20,wr,Chinchilla:Ii,Shaft,31,3,1962
USA,Nts,DOE,37,-116,0,0,0,10.6,10.6,wr,Dormouse Prime,Shaft,5,4,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Passaic,Shaft,6,4,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Hudson,Shaft,12,4,1962
USA,Nts,DOE,37,-116,4.6,0,0.2,1.85,1.85,wr,Platte,Tunnel,14,4,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Dead,Shaft,21,4,1962
USA,Christmas Is,DOE,2,-157,0,0,0,190,190,wr,Adobe,Airdrop,25,4,1962
USA,Christmas Is,DOE,2,-157,0,0,0,410,410,wr,Aztec,Airdrop,27,4,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Black,Shaft,27,4,1962
FRANCE,In Ecker Alg,UGS,23.8,5.4,0,0,0,20,150,wr,Beryl,Gallery,1,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,1090,1090,wr,Arkansas,Airdrop,2,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,670,670,wr,Questa,Airdrop,4,5,1962
USA,Nts,UGS,37.046,-116.025,0,0,0,0,20,wr,Paca,Shaft,7,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,100,100,wr,Yukon,Airdrop,8,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,100,100,wr,Mesilla,Airdrop,9,5,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Arikaree,Shaft,10,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,50,50,wr,Muskegon,Airdrop,11,5,1962
USA,Pacific,DOE,31.233,-124.217,0,0,0,0,20,We,Swordfish,Uw,11,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,500,500,wr,Encino,Airdrop,12,5,1962
USA,Nts,UGS,37.065,-116.03,0,0,0,40,40,wr,Aardvark,Shaft,12,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,97,97,wr,Swanee,Airdrop,14,5,1962
USA,Nts,UGS,37.122,-116.047,0,0,0,4.5,4.5,wr,Eel,Shaft,19,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,73,73,wr,Chetco,Airdrop,19,5,1962
USA,Nts,UGS,37.125,-116.052,0,0,0,0,20,wr,White,Shaft,25,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,2.6,2.6,wr,Tanana,Airdrop,25,5,1962
USA,Christmas Is,DOE,2,-157,0,0,0,43,43,wr,Nambe,Airdrop,27,5,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Raccoon,Shaft,1,6,1962
USA,Nts,DOE,37,-116,4.4,0,0.3,0,20,wr,Packrat,Shaft,6,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,782,782,wr,Alma,Airdrop,8,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,210,210,wr,Truckee,Airdrop,9,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,3000,3000,wr,Yeso,Airdrop,10,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,1200,1200,wr,Harlem,Airdrop,12,6,1962
USA,Nts,DOE,37,-116,0,0,0,2.9,2.9,wr,Des Moines,Tunnel,13,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,800,800,wr,Rinconada,Airdrop,15,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,52,52,wr,Dulce,Airdrop,17,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,2.2,2.2,wr,Petit,Airdrop,19,6,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Daman: I,Shaft,21,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,81.5,81.5,wr,Otowi,Airdrop,22,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,7650,7650,wr,Bighorn,Airdrop,27,6,1962
USA,Nts,DOE,37,-116,4.9,0,0.45,67,67,wr,Haymaker,Shaft,27,6,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,We,Marshmallow,Tunnel,28,6,1962
USA,Christmas Is,DOE,2,-157,0,0,0,1270,1270,wr,Bluestone,Airdrop,30,6,1962
USA,Nts,DOE,37,-116,4.1,0,0.15,0,20,wr,Sacramento,Shaft,30,6,1962
USA,Nts,UGS,37.177,-116.045,0,0,0,104,104,Pne:Plo,Sedan,Crater,6,7,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,We,Littlefeller:Ii,Surface,7,7,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,-400,1400,1400,We,Starfish Prime,Rocket,9,7,1962
USA,Christmas Is,DOE,2,-157,0,0,0,1000,1000,wr,Sunset,Airdrop,10,7,1962
USA,Christmas Is,DOE,2,-157,0,0,0,3880,3880,wr,Pamlico,Airdrop,11,7,1962
USA,Nts,DOE,37,-116,0,0,0,0.5,0.5,We,Johnnie Boy,Crater,11,7,1962
USA,Nts,UGS,37.055,-116.033,0,0,0,20,200,wr,Merrimac,Shaft,13,7,1962
USA,Nts,UGS,36.8,-115.925,0,0,0,0,20,We,Smallboy,Tower,14,7,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,We,Littlefeller:!,Surface,17,7,1962
USA,Nts,UGS,37.13,-116.064,0,0,0,0,20,wr,Wichita,Shaft,27,7,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,2.4,2.4,wr,Nan,Atmosph,1,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,1.6,1.6,wr,Nan,Atmosph,3,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,3.8,3.8,wr,Nan,Atmosph,4,8,1962
USSR,Nz Russ,UGS,74.2,52.5,0,0,0,21100,21100,wr,Nan,Atmosph,5,8,1962
USSR,Semi Kazakh,DOE,50,78,0,0,0,9.9,9.9,wr,Nan,Surface,7,8,1962
USSR,Nz Russ,DOE,73,55,0,0,0,150,1500,wr,Nan,Atmosph,10,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,7.4,7.4,wr,Nan,Atmosph,18,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,5.8,5.8,wr,Nan,Atmosph,18,8,1962
USSR,Nz Russ,UGS,74.3,51.5,0,0,0,2800,2800,wr,Nan,Atmosph,20,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,20,150,wr,Nan,Atmosph,21,8,1962
USSR,Nz Russ,UGS,74,53.3,0,0,0,1600,1600,wr,Nan,Atmosph,22,8,1962
USSR,Nz Russ,MTM,73,55,0,0,0,6,6,wr,Nan,Water Su,22,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,3,3,wr,Nan,Atmosph,22,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,2.5,2.5,wr,Nan,Atmosph,23,8,1962
USA,Nts,UGS,37.13,-116.009,0,0,0,0,20,wr,York,Shaft,24,8,1962
USA,Nts,UGS,37.046,-116.024,0,0,0,0,20,wr,Bobac,Shaft,24,8,1962
USSR,Semi Kazakh,DOE,50,78,0,0,0,0.001,20,wr,Nan,Atmosph,25,8,1962
USSR,Nz Russ,DOE,73,55,0,0,0,1500,10000,wr,Nan,Atmosph,25,8,1962
USSR,Nz Russ,UGS,74.7,50.3,0,0,0,4200,4200,wr,Nan,Atmosph,27,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,11,11,wr,Nan,Atmosph,27,8,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,2.7,2.7,Fms,Nan,Atmosph,31,8,1962
USSR,Nz Russ,DOE,73,55,0,0,0,80,80,wr,Nan,Atmosph,2,9,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Raritan,Shaft,6,9,1962
USSR,Nz Russ,UGS,73.7,53.8,0,0,0,1900,1900,wr,Nan,Atmosph,8,9,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Hyrax,Shaft,14,9,1962
USSR,Nz Russ,UGS,74.4,51.5,0,0,0,3100,3100,wr,Nan,Atmosph,15,9,1962
USSR,Nz Russ,UGS,74.2,51.6,0,0,0,3250,3250,wr,Nan,Atmosph,16,9,1962
USSR,Nz Russ,UGS,73.2,54.7,0,0,0,1350,1350,wr,Nan,Atmosph,18,9,1962
USSR,Nz Russ,UGS,73.8,53.8,0,0,0,1500,10000,wr,Nan,Atmosph,19,9,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Peba,Shaft,20,9,1962
USSR,Nz Russ,DOE,73,55,0,0,0,2400,2400,wr,Nan,Atmosph,21,9,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.21,0.21,Sam,Nan,Surface,22,9,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,1.2,1.2,wr,Nan,Atmosph,24,9,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,7,7,wr,Nan,Surface,25,9,1962
USSR,Nz Russ,UGS,73.7,55,0,0,0,19100,19100,wr,Nan,Atmosph,25,9,1962
USSR,Nz Russ,UGS,74.3,52.4,0,0,0,10000,50000,wr,Nan,Atmosph,27,9,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,1.3,1.3,Fms,Nan,Atmosph,28,9,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Allegheny,Shaft,29,9,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,75,75,wr,Androscoggin,Airdrop,2,10,1962
USA,Nts,DOE,37,-116,0,0,0,115,115,wr,Mississippi,Shaft,5,10,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,11.3,11.3,wr,Bumping,Airdrop,6,10,1962
USSR,Nz Russ,DOE,73,55,0,0,0,320,320,wr,Nan,Atmosph,7,10,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,8,8,wr,Nan,Atmosph,9,10,1962
USSR,Nz Russ,MTM,73,55,0,0,0,15,15,wr,Nan,Atmosph,9,10,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,9.2,9.2,wr,Nan,Atmosph,10,10,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Roanoke,Shaft,12,10,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Wolverine,Shaft,12,10,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,4.9,4.9,wr,Nan,Atmosph,13,10,1962
USSR,Semi Kazakh,DOE,50,78,0,0,0,0.001,20,wr,Nan,Atmosph,14,10,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,1590,1590,wr,Chama,Airdrop,18,10,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Tioga,Shaft,18,10,1962
USA,Nts,DOE,37,-116,0,0,0,12.5,12.5,wr,Bandicoot,Shaft,19,10,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,6.7,6.7,wr,Nan,Atmosph,20,10,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,0,20,We,Checkmate,Rocket,20,10,1962
USSR,Mtr Russ,DOE,48,46,0,0,0,300,300,We,Nan,Space,22,10,1962
USSR,Nz Russ,UGS,73.4,54.9,0,0,0,8200,8200,wr,Nan,Atmosph,22,10,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,200,1000,We,Bluegill:3 Prim,Rocket,26,10,1962
USSR,Nz Russ,DOE,73,55,0,0,0,260,260,wr,Nan,Atmosph,27,10,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Santee,Shaft,27,10,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,800,800,wr,Calamity,Airdrop,27,10,1962
USSR,Semi Kazakh,DOE,50,78,0,0,0,7.8,7.8,wr,Nan,Atmosph,28,10,1962
USSR,Mtr Russ,DOE,48,46,0,0,0,300,300,We,Nan,Space,28,10,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,7.8,7.8,wr,Nan,Atmosph,28,10,1962
USSR,Nz Russ,DOE,73,55,0,0,0,360,360,wr,Nan,Atmosph,29,10,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,1.2,1.2,wr,Nan,Surface,30,10,1962
USSR,Nz Russ,DOE,73,55,0,0,0,280,280,wr,Nan,Atmosph,30,10,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,8300,8300,wr,Housatonic,Airdrop,30,10,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,10,10,wr,Nan,Atmosph,31,10,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,3,3,wr,Nan,Atmosph,1,11,1962
USSR,Nz Russ,DOE,73,55,0,0,0,240,240,wr,Nan,Atmosph,1,11,1962
USSR,Mtr Russ,DOE,48,46,0,0,0,300,300,We,Nan,Atmosph,1,11,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,200,1000,We,Kingfish,Rocket,1,11,1962
USSR,Nz Russ,DOE,73,55,0,0,0,390,390,wr,Nan,Atmosph,3,11,1962
USSR,Nz Russ,DOE,73,55,0,0,0,45,45,wr,Nan,Atmosph,3,11,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,4.7,4.7,wr,Nan,Atmosph,3,11,1962
USSR,Semi Kazakh,DOE,50,78,0,0,0,8.4,8.4,wr,Nan,Atmosph,4,11,1962
USA,Johnston Is,DOE,16.45,-169.32,0,0,0,0,20,We,Tightrope,Rocket,4,11,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.4,0.4,We,Nan,Surface,5,11,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,St.Lawrence,Shaft,9,11,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.1,0.1,wr,Nan,Surface,11,11,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0,0.001,wr,Nan,Surface,13,11,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,12,12,wr,Nan,Atmosph,14,11,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,wr,Gundi,Shaft,15,11,1962
USSR,Semi Kazakh,DOE,50,78,0,0,0,18,18,wr,Nan,Atmosph,17,11,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0,0.001,Sam,Nan,Surface,24,11,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,0.031,0.031,Sam,Nan,Surface,26,11,1962
USA,Nts,DOE,37,-116,0,0,0,0,20,Pne:Plo,Anacostia,Shaft,27,11,1962
USSR,Semi Kazakh,MTM,50,78,0,0,0,2.4,2.4,wr,Nan,Atmosph,1,12,1962
